Well,DEPTH,GR,DT,NPHI,RHOB
IJS-57,895.3,50.070679,299.8093,0.182143,2.376772
IJS-57,895.4,49.263756,303.4767,0.180323,2.352409
IJS-57,895.5,49.304878,309.49,0.1819,2.329196
IJS-57,895.6,49.977684,316.1913,0.186703,2.311744
IJS-57,895.7,50.988548,322.0451,0.19377,2.302275
IJS-57,895.8,52.058807,326.1468,0.20132,2.301485
IJS-57,895.9,53.006622,328.8976,0.208231,2.308207
IJS-57,896.0,53.740929,331.3091,0.214354,2.321167
IJS-57,896.1,54.319794,334.2723,0.218991,2.337619
IJS-57,896.2,54.975029,338.0011,0.220779,2.353549
IJS-57,896.3,55.925896,342.0223,0.219103,2.364423
IJS-57,896.4,57.141724,345.378,0.214743,2.366211
IJS-57,896.5,58.41819,347.3937,0.210269,2.358893
IJS-57,896.6,59.527733,347.8783,0.207706,2.345784
IJS-57,896.7,60.243286,347.3049,0.207062,2.332139
IJS-57,896.8,60.59507,346.8234,0.206926,2.322056
IJS-57,896.9,60.778976,347.7503,0.20553,2.317371
IJS-57,897.0,60.878799,350.9692,0.201998,2.317581
IJS-57,897.1,60.765823,356.7254,0.196898,2.319968
IJS-57,897.2,60.122032,364.1626,0.192406,2.321215
IJS-57,897.3,58.66288,371.7584,0.190432,2.319666
IJS-57,897.4,56.408501,378.0516,0.191766,2.316165
IJS-57,897.5,53.883148,381.8479,0.196118,2.313762
IJS-57,897.6,51.658363,383.0545,0.202345,2.316196
IJS-57,897.7,49.974304,382.284,0.209151,2.326579
IJS-57,897.8,48.859962,380.398,0.214882,2.347472
IJS-57,897.9,48.074409,378.0841,0.218181,2.382287
IJS-57,898.0,47.365295,375.8529,0.218086,2.428879
IJS-57,898.1,46.66732,373.9926,0.215381,2.475746
IJS-57,898.2,46.187889,372.6792,0.212185,2.505006
IJS-57,898.3,46.267899,372.1239,0.210284,2.502891
IJS-57,898.4,47.220146,372.4443,0.210399,2.474047
IJS-57,898.5,48.96817,373.7046,0.212161,2.432928
IJS-57,898.6,50.948151,375.949,0.214144,2.3936
IJS-57,898.7,52.414742,379.3508,0.214595,2.3624
IJS-57,898.8,52.713387,383.8596,0.212767,2.341586
IJS-57,898.9,51.793533,389.196,0.210281,2.327374
IJS-57,899.0,50.176643,394.8645,0.209983,2.312573
IJS-57,899.1,48.675468,400.0183,0.213511,2.293632
IJS-57,899.2,47.851212,404.1555,0.220265,2.272882
IJS-57,899.3,47.740028,407.184,0.227694,2.255791
IJS-57,899.4,48.044258,409.033,0.231833,2.248331
IJS-57,899.5,48.338806,409.5408,0.230776,2.25371
IJS-57,899.6,48.370338,408.2836,0.224345,2.271668
IJS-57,899.7,48.124435,404.7347,0.214954,2.299355
IJS-57,899.8,47.781403,398.7179,0.206018,2.332796
IJS-57,899.9,47.607773,391.0756,0.199221,2.365117
IJS-57,900.0,47.705978,383.2514,0.194772,2.389297
IJS-57,900.1,47.969086,376.8092,0.191837,2.400278
IJS-57,900.2,48.249023,373.3056,0.190227,2.39613
IJS-57,900.3,48.505905,373.3344,0.19017,2.379111
IJS-57,900.4,48.840881,376.0725,0.191589,2.352677
IJS-57,900.5,49.300774,379.5205,0.193867,2.319184
IJS-57,900.6,49.734161,381.3139,0.195805,2.28121
IJS-57,900.7,49.774498,379.5986,0.196189,2.246459
IJS-57,900.8,48.993141,373.7541,0.194313,2.223341
IJS-57,900.9,47.154099,364.696,0.190469,2.217313
IJS-57,901.0,44.41996,354.721,0.185965,2.231902
IJS-57,901.1,41.190804,345.9196,0.182192,2.265947
IJS-57,901.2,38.063889,339.4877,0.180192,2.309476
IJS-57,901.3,35.725296,335.6267,0.180243,2.346029
IJS-57,901.4,34.750572,333.7196,0.182086,2.362566
IJS-57,901.5,35.43071,333.2768,0.185971,2.358511
IJS-57,901.6,37.66317,334.0072,0.193118,2.344214
IJS-57,901.7,41.068611,335.5936,0.204904,2.32984
IJS-57,901.8,44.917778,337.5763,0.221948,2.319626
IJS-57,901.9,48.505272,339.618,0.242579,2.312369
IJS-57,902.0,51.393318,341.6314,0.261739,2.305657
IJS-57,902.1,53.588074,343.7718,0.273516,2.298419
IJS-57,902.2,55.537758,346.3751,0.275145,2.291802
IJS-57,902.3,57.567825,349.4866,0.267667,2.288849
IJS-57,902.4,59.610954,352.7481,0.254842,2.291055
IJS-57,902.5,61.245392,355.4872,0.241724,2.296512
IJS-57,902.6,62.024643,357.0681,0.231257,2.300907
IJS-57,902.7,61.890167,357.3073,0.223387,2.300235
IJS-57,902.8,61.100494,356.391,0.217635,2.292271
IJS-57,902.9,59.980713,354.6864,0.213513,2.276892
IJS-57,903.0,58.622025,352.4713,0.210381,2.256735
IJS-57,903.1,56.837982,349.8875,0.208247,2.239207
IJS-57,903.2,54.376915,346.9647,0.207614,2.232521
IJS-57,903.3,51.380875,343.8795,0.208779,2.24139
IJS-57,903.4,48.481277,341.1182,0.211383,2.262364
IJS-57,903.5,46.413216,339.237,0.214878,2.285092
IJS-57,903.6,45.820633,338.7762,0.218771,2.298724
IJS-57,903.7,46.818115,340.0319,0.222389,2.299672
IJS-57,903.8,48.815628,342.9785,0.224929,2.291685
IJS-57,903.9,50.784866,347.2802,0.225291,2.280083
IJS-57,904.0,51.824997,352.5256,0.222757,2.268463
IJS-57,904.1,51.507492,358.368,0.21785,2.258225
IJS-57,904.2,49.997841,364.4311,0.21226,2.248735
IJS-57,904.3,47.817314,370.4613,0.207597,2.239556
IJS-57,904.4,45.536026,375.9572,0.205534,2.23277
IJS-57,904.5,43.696648,379.9551,0.207,2.231596
IJS-57,904.6,42.568863,381.487,0.211258,2.237733
IJS-57,904.7,42.103844,379.7292,0.216668,2.250296
IJS-57,904.8,42.065117,374.6788,0.220748,2.265299
IJS-57,904.9,42.29792,367.147,0.221141,2.279207
IJS-57,905.0,42.797752,358.5822,0.217032,2.290892
IJS-57,905.1,43.650253,350.4467,0.210359,2.301116
IJS-57,905.2,44.83046,343.7208,0.203942,2.310466
IJS-57,905.3,46.06356,338.8995,0.200126,2.318524
IJS-57,905.4,47.124435,335.7545,0.200263,2.324886
IJS-57,905.5,47.928596,334.0049,0.204604,2.329137
IJS-57,905.6,48.56929,333.544,0.211969,2.331238
IJS-57,905.7,49.380753,334.4019,0.220377,2.332119
IJS-57,905.8,50.719604,336.6848,0.227049,2.333333
IJS-57,905.9,52.679878,340.234,0.230189,2.336463
IJS-57,906.0,54.963058,344.5616,0.231014,2.341461
IJS-57,906.1,56.838913,348.824,0.232304,2.345336
IJS-57,906.2,57.79496,352.593,0.235621,2.344733
IJS-57,906.3,57.798866,355.7531,0.239356,2.337774
IJS-57,906.4,57.357475,358.5669,0.239209,2.324299
IJS-57,906.5,56.964012,361.3767,0.23153,2.305611
IJS-57,906.6,56.74543,364.4186,0.217199,2.284999
IJS-57,906.7,56.457649,367.5188,0.201273,2.26823
IJS-57,906.8,55.617638,370.2306,0.187815,2.260605
IJS-57,906.9,53.885178,371.836,0.17957,2.265441
IJS-57,907.0,51.327957,371.9967,0.176582,2.283256
IJS-57,907.1,48.27301,370.9437,0.176873,2.312946
IJS-57,907.2,45.33297,369.4964,0.177781,2.347127
IJS-57,907.3,42.913574,368.6847,0.177775,2.371406
IJS-57,907.4,41.022476,369.3708,0.176942,2.370687
IJS-57,907.5,39.627815,371.9343,0.176687,2.341612
IJS-57,907.6,38.710587,376.1384,0.178069,2.296479
IJS-57,907.7,38.387665,381.6379,0.180712,2.248549
IJS-57,907.8,38.77211,388.0465,0.183188,2.206588
IJS-57,907.9,39.654137,395.3996,0.18397,2.172855
IJS-57,908.0,40.384209,403.3015,0.181958,2.14959
IJS-57,908.1,40.277428,411.0467,0.177637,2.136499
IJS-57,908.2,38.9617,417.4547,0.173019,2.131398
IJS-57,908.3,36.754677,420.6376,0.170782,2.132734
IJS-57,908.4,34.620743,419.1716,0.172483,2.140396
IJS-57,908.5,33.699829,412.4401,0.178196,2.156156
IJS-57,908.6,34.761414,401.1333,0.186457,2.181452
IJS-57,908.7,37.741661,386.7229,0.195538,2.21614
IJS-57,908.8,41.697632,371.9373,0.204116,2.254949
IJS-57,908.9,45.557762,359.2048,0.21194,2.291201
IJS-57,909.0,48.886635,350.07,0.219455,2.320102
IJS-57,909.1,51.807877,345.4359,0.226016,2.339348
IJS-57,909.2,54.811836,344.6594,0.229515,2.350214
IJS-57,909.3,58.20018,346.0015,0.228147,2.355067
IJS-57,909.4,61.566299,347.1778,0.221856,2.355528
IJS-57,909.5,64.089279,346.2438,0.212497,2.353251
IJS-57,909.6,64.945557,342.282,0.202855,2.349664
IJS-57,909.7,63.665512,335.6084,0.195589,2.346255
IJS-57,909.8,60.548393,327.3586,0.191789,2.343797
IJS-57,909.9,56.603844,319.4072,0.191275,2.341041
IJS-57,910.0,52.868675,313.307,0.192327,2.335526
IJS-57,910.1,49.88028,309.8888,0.192966,2.327187
IJS-57,910.2,47.789322,309.181,0.191928,2.320222
IJS-57,910.3,46.324486,309.9985,0.189066,2.322302
IJS-57,910.4,45.030251,310.5641,0.185035,2.340707
IJS-57,910.5,43.525459,309.0941,0.181029,2.377193
IJS-57,910.6,41.723572,304.5079,0.178415,2.42474
IJS-57,910.7,40.06649,297.2817,0.178089,2.466018
IJS-57,910.8,39.112862,289.3976,0.1798,2.484038
IJS-57,910.9,39.22995,283.6232,0.182869,2.472941
IJS-57,911.0,40.606216,282.685,0.186679,2.44176
IJS-57,911.1,43.235832,287.9012,0.190579,2.407654
IJS-57,911.2,46.805923,299.0549,0.193809,2.383638
IJS-57,911.3,50.685806,315.0491,0.195857,2.374413
IJS-57,911.4,54.056122,334.2023,0.196673,2.376058
IJS-57,911.5,56.091545,353.9512,0.196275,2.380185
IJS-57,911.6,56.566597,372.37,0.194828,2.377838
IJS-57,911.7,55.709145,388.0584,0.192666,2.36358
IJS-57,911.8,53.994629,399.8273,0.190531,2.337525
IJS-57,911.9,52.033714,408.0229,0.188768,2.303947
IJS-57,912.0,50.208717,413.8964,0.186493,2.268941
IJS-57,912.1,48.480972,418.9192,0.182429,2.238208
IJS-57,912.2,46.515594,424.5649,0.176374,2.213764
IJS-57,912.3,44.184738,431.3204,0.17001,2.195579
IJS-57,912.4,41.702255,438.4735,0.165698,2.182816
IJS-57,912.5,39.528709,443.9246,0.165372,2.175041
IJS-57,912.6,38.076118,444.7721,0.169663,2.173427
IJS-57,912.7,37.400864,438.7873,0.177411,2.180349
IJS-57,912.8,37.491501,425.417,0.18606,2.197836
IJS-57,912.9,38.487465,406.5589,0.192777,2.225078
IJS-57,913.0,40.503494,385.3554,0.196355,2.258618
IJS-57,913.1,43.393288,365.6291,0.197392,2.292428
IJS-57,913.2,46.758003,349.9704,0.197169,2.320704
IJS-57,913.3,49.996414,339.3275,0.196679,2.339166
IJS-57,913.4,52.538498,333.1271,0.196528,2.347062
IJS-57,913.5,54.210304,329.6752,0.197459,2.347844
IJS-57,913.6,55.208687,327.6052,0.200376,2.346343
IJS-57,913.7,55.872116,326.3064,0.205276,2.345937
IJS-57,913.8,56.4785,325.5097,0.210842,2.346961
IJS-57,913.9,57.081848,325.0949,0.214891,2.347556
IJS-57,914.0,57.522827,324.9753,0.215334,2.346054
IJS-57,914.1,57.586815,325.1007,0.212236,2.342283
IJS-57,914.2,57.225777,325.4616,0.207598,2.337676
IJS-57,914.3,56.61132,326.0335,0.20334,2.334382
IJS-57,914.4,55.936989,326.714,0.200425,2.334133
IJS-57,914.5,55.303635,327.3559,0.198716,2.336774
IJS-57,914.6,54.712242,327.8889,0.197575,2.340068
IJS-57,914.7,54.125,328.271,0.196621,2.34097
IJS-57,914.8,53.655823,328.4306,0.196005,2.337986
IJS-57,914.9,53.512779,328.2764,0.196231,2.331583
IJS-57,915.0,53.764893,327.7251,0.197236,2.323261
IJS-57,915.1,54.385017,326.7355,0.197878,2.314885
IJS-57,915.2,55.328049,325.2727,0.196888,2.308733
IJS-57,915.3,56.385674,323.372,0.194206,2.307176
IJS-57,915.4,57.219612,321.0532,0.191081,2.31091
IJS-57,915.5,57.534607,318.3292,0.189059,2.318308
IJS-57,915.6,57.229691,315.2904,0.188821,2.325536
IJS-57,915.7,56.346016,311.9811,0.190004,2.329228
IJS-57,915.8,55.021431,308.6366,0.191889,2.328403
IJS-57,915.9,53.521156,305.8075,0.193809,2.324527
IJS-57,916.0,52.260185,304.3385,0.195098,2.320165
IJS-57,916.1,51.762711,305.0051,0.195311,2.318183
IJS-57,916.2,52.288429,307.9467,0.194949,2.320206
IJS-57,916.3,53.687561,312.7007,0.194926,2.326045
IJS-57,916.4,55.411835,318.0188,0.195632,2.333532
IJS-57,916.5,56.919739,322.4397,0.196917,2.340231
IJS-57,916.6,57.914124,324.7064,0.198431,2.344958
IJS-57,916.7,58.388977,324.2269,0.199832,2.348086
IJS-57,916.8,58.533081,321.271,0.201059,2.350602
IJS-57,916.9,58.553314,317.1731,0.202287,2.352648
IJS-57,917.0,58.543694,313.4872,0.203854,2.35359
IJS-57,917.1,58.425514,311.606,0.205748,2.353081
IJS-57,917.2,58.056747,312.1626,0.20721,2.352395
IJS-57,917.3,57.314194,314.8112,0.206857,2.35292
IJS-57,917.4,56.096474,318.6359,0.203347,2.354109
IJS-57,917.5,54.567741,322.3567,0.196966,2.353183
IJS-57,917.6,53.031677,325.2059,0.189829,2.346952
IJS-57,917.7,51.800552,326.9832,0.18451,2.333797
IJS-57,917.8,51.097488,327.5484,0.183061,2.31616
IJS-57,917.9,50.984863,326.0892,0.185932,2.299564
IJS-57,918.0,51.420921,320.9253,0.191907,2.290697
IJS-57,918.1,52.249893,310.6329,0.198716,2.292696
IJS-57,918.2,53.249397,294.8623,0.204274,2.3045
IJS-57,918.3,54.230545,276.1314,0.20692,2.320421
IJS-57,918.4,55.045059,258.7933,0.206234,2.334068
IJS-57,918.5,55.538246,247.6098,0.202883,2.342204
IJS-57,918.6,55.654564,246.0242,0.198652,2.345655
IJS-57,918.7,55.525337,253.8676,0.195221,2.348523
IJS-57,918.8,55.381599,267.2669,0.193678,2.354828
IJS-57,918.9,55.415489,280.7064,0.194114,2.36604
IJS-57,919.0,55.581497,289.9501,0.195964,2.382244
IJS-57,919.1,55.581497,293.1197,0.197893,2.403377
IJS-57,919.2,55.112221,291.44,0.198432,2.427073
IJS-57,919.3,54.124863,287.9379,0.197279,2.446494
IJS-57,919.4,52.979225,286.3936,0.19529,2.452997
IJS-57,919.5,52.175545,289.4831,0.193619,2.444298
IJS-57,919.6,52.157043,297.6157,0.19298,2.425654
IJS-57,919.7,53.042206,309.2488,0.193224,2.404325
IJS-57,919.8,54.749718,321.9968,0.193828,2.384778
IJS-57,919.9,56.973381,332.7552,0.194431,2.370126
IJS-57,920.0,59.196159,339.5279,0.194888,2.361921
IJS-57,920.1,60.872505,341.8903,0.19519,2.359907
IJS-57,920.2,61.441971,340.6219,0.195589,2.361244
IJS-57,920.3,60.631523,337.3843,0.19651,2.363276
IJS-57,920.4,58.612206,333.592,0.197384,2.365515
IJS-57,920.5,55.862862,329.9683,0.196804,2.368049
IJS-57,920.6,52.849487,326.4333,0.193941,2.370651
IJS-57,920.7,50.199287,322.8797,0.189389,2.372739
IJS-57,920.8,48.40181,319.2532,0.184304,2.374323
IJS-57,920.9,47.701279,315.651,0.179978,2.376191
IJS-57,921.0,48.077538,312.5,0.178107,2.379205
IJS-57,921.1,49.171158,310.1635,0.180148,2.383716
IJS-57,921.2,50.403824,308.8502,0.186223,2.389213
IJS-57,921.3,51.283333,308.5694,0.194588,2.394255
IJS-57,921.4,51.813629,309.1222,0.201996,2.396736
IJS-57,921.5,52.359528,310.3122,0.205507,2.394373
IJS-57,921.6,53.394653,311.9407,0.204927,2.386338
IJS-57,921.7,55.055244,314.0116,0.20242,2.373623
IJS-57,921.8,56.784409,316.8896,0.200565,2.358326
IJS-57,921.9,57.604836,321.3556,0.201082,2.341176
IJS-57,922.0,56.806404,328.1002,0.204134,2.321228
IJS-57,922.1,54.518959,337.0663,0.207766,2.298199
IJS-57,922.2,51.603073,347.6717,0.209282,2.273267
IJS-57,922.3,49.150017,358.5046,0.207601,2.249969
IJS-57,922.4,47.904922,367.6393,0.203464,2.232839
IJS-57,922.5,47.943657,373.0289,0.19884,2.226
IJS-57,922.6,48.836349,373.1091,0.195904,2.232182
IJS-57,922.7,50.052383,367.8876,0.195758,2.250735
IJS-57,922.8,51.258614,358.8579,0.198217,2.277039
IJS-57,922.9,52.381508,348.5015,0.202255,2.303572
IJS-57,923.0,53.546448,339.0951,0.206272,2.323982
IJS-57,923.1,54.781273,332.4045,0.208007,2.334584
IJS-57,923.2,55.936897,329.2129,0.205725,2.335203
IJS-57,923.3,56.762253,329.1936,0.199312,2.32864
IJS-57,923.4,57.049614,331.2712,0.190479,2.319036
IJS-57,923.5,56.731766,334.1885,0.181632,2.309649
IJS-57,923.6,55.896622,336.818,0.174955,2.301795
IJS-57,923.7,54.829369,338.1872,0.171768,2.295528
IJS-57,923.8,53.898766,337.6865,0.172099,2.290643
IJS-57,923.9,53.411926,335.2167,0.175151,2.287756
IJS-57,924.0,53.535614,331.2415,0.179505,2.287722
IJS-57,924.1,54.295486,326.8328,0.183325,2.290623
IJS-57,924.2,55.455544,323.5685,0.185246,2.295254
IJS-57,924.3,56.502907,322.8946,0.18533,2.299514
IJS-57,924.4,56.875397,325.5473,0.184558,2.300952
IJS-57,924.5,56.293938,330.8145,0.183791,2.298532
IJS-57,924.6,54.873596,336.8334,0.183395,2.294221
IJS-57,924.7,52.995216,341.1579,0.183506,2.293049
IJS-57,924.8,51.052216,341.6394,0.184095,2.301376
IJS-57,924.9,49.120415,337.3,0.185168,2.326419
IJS-57,925.0,47.153099,328.5709,0.186743,2.376132
IJS-57,925.1,45.027191,316.9406,0.188699,2.45308
IJS-57,925.2,42.682106,304.6927,0.190576,2.539491
IJS-57,925.3,40.403786,294.7575,0.191647,2.59384
IJS-57,925.4,38.709099,289.3616,0.191268,2.58918
IJS-57,925.5,38.114807,290.0309,0.189299,2.536052
IJS-57,925.6,38.734581,296.7594,0.18638,2.468087
IJS-57,925.7,40.305473,307.8619,0.183275,2.408085
IJS-57,925.8,42.399597,320.2822,0.180593,2.365168
IJS-57,925.9,44.6614,330.983,0.178873,2.340838
IJS-57,926.0,46.794785,337.9652,0.178731,2.333281
IJS-57,926.1,48.414185,340.7355,0.180661,2.336326
IJS-57,926.2,49.345238,340.3525,0.184473,2.341985
IJS-57,926.3,49.699913,338.3543,0.18912,2.344834
IJS-57,926.4,49.73156,336.1008,0.193156,2.342458
IJS-57,926.5,49.634377,334.2277,0.195907,2.335075
IJS-57,926.6,49.522591,332.8393,0.197629,2.325315
IJS-57,926.7,49.535095,331.7693,0.199301,2.316918
IJS-57,926.8,49.8106,330.7701,0.201676,2.31306
IJS-57,926.9,50.376137,329.6461,0.203923,2.315575
IJS-57,927.0,51.200844,328.0722,0.204331,2.324104
IJS-57,927.1,52.165085,325.4779,0.201851,2.338155
IJS-57,927.2,52.917259,321.4561,0.196942,2.357135
IJS-57,927.3,52.998734,315.9986,0.191021,2.379107
IJS-57,927.4,52.00679,309.747,0.185867,2.399148
IJS-57,927.5,50.078125,303.7485,0.18237,2.411726
IJS-57,927.6,48.045586,299.1736,0.180356,2.413743
IJS-57,927.7,46.96344,296.9726,0.179448,2.405805
IJS-57,927.8,47.563843,297.831,0.17945,2.39205
IJS-57,927.9,49.76786,301.8981,0.180143,2.376858
IJS-57,928.0001,52.605019,308.52,0.181012,2.362865
IJS-57,928.1001,54.864082,316.5023,0.181415,2.350856
IJS-57,928.2001,55.702019,324.3268,0.181209,2.34358
IJS-57,928.3001,54.984787,329.7294,0.18106,2.34784
IJS-57,928.4001,53.246841,330.9249,0.181789,2.371511
IJS-57,928.5001,51.157303,327.0,0.183415,2.420495
IJS-57,928.6001,49.28624,318.4171,0.18474,2.49179
IJS-57,928.7001,47.711517,306.5573,0.184633,2.569574
IJS-57,928.8001,46.25576,293.9631,0.183225,2.620256
IJS-57,928.9001,44.708511,283.0546,0.181266,2.615764
IJS-57,929.0001,43.182678,275.9343,0.179289,2.555032
IJS-57,929.1001,42.195045,274.4078,0.177869,2.46945
IJS-57,929.2001,42.129883,278.6585,0.177407,2.393858
IJS-57,929.3001,42.939766,287.5672,0.177507,2.34432
IJS-57,929.4001,44.201508,298.7887,0.177613,2.322022
IJS-57,929.5001,45.394493,309.9226,0.177638,2.318071
IJS-57,929.6001,46.051018,318.5528,0.177862,2.321817
IJS-57,929.7001,45.927551,323.8021,0.17886,2.323321
IJS-57,929.8001,45.093575,326.1762,0.18088,2.319391
IJS-57,929.9001,44.02668,326.8407,0.182658,2.313507
IJS-57,930.0001,43.345482,327.1341,0.182643,2.310746
IJS-57,930.1001,43.407181,327.8773,0.180205,2.313626
IJS-57,930.2001,44.206802,329.262,0.175641,2.319934
IJS-57,930.3001,45.418205,331.1731,0.17004,2.32396
IJS-57,930.4001,46.585968,333.447,0.165003,2.32058
IJS-57,930.5001,47.228302,335.7696,0.161743,2.309107
IJS-57,930.6001,47.142822,337.859,0.160299,2.293756
IJS-57,930.7001,46.552483,339.3574,0.16056,2.282019
IJS-57,930.8001,46.124039,340.0042,0.162195,2.280308
IJS-57,930.9001,46.624222,339.7288,0.164758,2.291196
IJS-57,931.0001,48.293503,338.6978,0.16811,2.311475
IJS-57,931.1001,50.607903,337.2016,0.172288,2.334386
IJS-57,931.2001,52.76265,335.437,0.177227,2.353491
IJS-57,931.3001,54.183914,333.481,0.18269,2.365197
IJS-57,931.4001,54.964622,331.2738,0.188719,2.369637
IJS-57,931.5001,55.566177,328.9429,0.195123,2.367857
IJS-57,931.6001,56.451653,326.6733,0.20142,2.362814
IJS-57,931.7001,57.826653,324.547,0.206357,2.358679
IJS-57,931.8001,59.366684,322.4926,0.208136,2.359863
IJS-57,931.9001,60.370178,320.194,0.206502,2.369476
IJS-57,932.0001,60.290993,317.4233,0.203415,2.387599
IJS-57,932.1001,59.179749,314.2226,0.201359,2.41059
IJS-57,932.2001,57.780228,310.9494,0.201618,2.431982
IJS-57,932.3001,56.995583,308.4185,0.203515,2.444268
IJS-57,932.4001,57.274406,307.4338,0.205093,2.443538
IJS-57,932.5001,58.46376,308.4858,0.204712,2.431753
IJS-57,932.6001,60.087875,311.4816,0.202004,2.415411
IJS-57,932.7001,61.620819,315.7932,0.197972,2.400302
IJS-57,932.8001,62.491028,320.5771,0.194191,2.388596
IJS-57,932.9001,62.199585,324.9894,0.191964,2.379433
IJS-57,933.0001,60.572754,328.5899,0.191236,2.370039
IJS-57,933.1001,57.78923,331.2733,0.190753,2.358812
IJS-57,933.2001,54.294838,333.2554,0.189676,2.346846
IJS-57,933.3001,50.774429,334.9069,0.188429,2.337108
IJS-57,933.4001,48.056137,336.3137,0.187974,2.33262
IJS-57,933.5001,46.730209,337.2252,0.188563,2.334364
IJS-57,933.6001,46.974426,337.198,0.189281,2.341002
IJS-57,933.7001,48.439171,335.9533,0.188762,2.350016
IJS-57,933.8001,50.533821,333.5481,0.186509,2.359041
IJS-57,933.9001,52.839325,330.402,0.183454,2.36633
IJS-57,934.0001,55.253548,327.0875,0.181175,2.371378
IJS-57,934.1001,57.792572,324.2036,0.180901,2.374186
IJS-57,934.2001,60.260292,322.2098,0.182495,2.374864
IJS-57,934.3001,62.206345,321.1385,0.184112,2.373519
IJS-57,934.4001,63.094292,320.7476,0.183431,2.369953
IJS-57,934.5001,62.759872,320.753,0.179519,2.364347
IJS-57,934.6001,61.55368,321.0011,0.173648,2.357572
IJS-57,934.7001,60.23365,321.5184,0.168724,2.351495
IJS-57,934.8001,59.669945,322.4144,0.167594,2.347835
IJS-57,934.9001,60.198776,323.8211,0.171034,2.347175
IJS-57,935.0001,61.318748,325.6957,0.177376,2.349236
IJS-57,935.1001,62.120323,327.6683,0.183843,2.352713
IJS-57,935.2001,61.904259,328.9363,0.188171,2.356349
IJS-57,935.3001,60.669357,328.507,0.189712,2.360461
IJS-57,935.4001,59.044868,325.6935,0.189569,2.366893
IJS-57,935.5001,57.789886,320.4037,0.189347,2.377415
IJS-57,935.6001,57.167862,313.4476,0.190146,2.391669
IJS-57,935.7001,56.718468,306.0664,0.192264,2.406841
IJS-57,935.8001,55.694031,299.9272,0.195027,2.4177
IJS-57,935.9001,53.601257,296.4289,0.197364,2.419975
IJS-57,936.0001,50.66037,296.3657,0.198716,2.413049
IJS-57,936.1001,47.898026,299.4787,0.199617,2.400441
IJS-57,936.2001,46.456009,304.6423,0.200442,2.386815
IJS-57,936.3001,47.120232,310.3358,0.200978,2.375945
IJS-57,936.4001,49.899269,315.0278,0.201343,2.369935
IJS-57,936.5001,54.121284,317.9489,0.201879,2.368947
IJS-57,936.6001,58.655899,319.085,0.202935,2.371788
IJS-57,936.7001,62.418068,319.1181,0.20473,2.375667
IJS-57,936.8001,64.804138,318.9928,0.206771,2.376733
IJS-57,936.9001,65.738373,319.3578,0.207746,2.372252
IJS-57,937.0001,65.498047,320.2833,0.206849,2.362792
IJS-57,937.1001,64.27005,321.4592,0.204355,2.351909
IJS-57,937.2001,62.15863,322.4561,0.201089,2.344943
IJS-57,937.3001,59.256584,323.0581,0.197466,2.345846
IJS-57,937.4001,55.818741,323.3356,0.193344,2.355295
IJS-57,937.5001,52.567589,323.6449,0.188678,2.369292
IJS-57,937.6001,50.194115,324.4014,0.184006,2.382538
IJS-57,937.7001,49.147461,325.6748,0.18061,2.391447
IJS-57,937.8001,49.491974,327.024,0.179943,2.395206
IJS-57,937.9001,50.921661,327.7528,0.183253,2.395537
IJS-57,938.0001,52.899391,327.2099,0.190049,2.395095
IJS-57,938.1001,55.149109,325.1963,0.197794,2.395276
IJS-57,938.2001,57.485893,322.0831,0.202759,2.395134
IJS-57,938.3001,59.622803,318.7004,0.202421,2.392611
IJS-57,938.4001,61.200081,315.8275,0.197096,2.386675
IJS-57,938.5001,61.842644,313.8712,0.18916,2.378854
IJS-57,938.6001,61.37645,312.6816,0.181748,2.373339
IJS-57,938.7001,60.029388,311.6428,0.177408,2.373704
IJS-57,938.8001,58.35257,310.2877,0.17735,2.380439
IJS-57,938.9001,56.753395,308.4906,0.180563,2.39133
IJS-57,939.0001,55.345192,306.4337,0.184656,2.403305
IJS-57,939.1001,54.144157,304.6311,0.187016,2.412364
IJS-57,939.2001,53.09668,303.5124,0.186385,2.415439
IJS-57,939.3001,52.227905,303.1548,0.182781,2.411737
IJS-57,939.4001,51.736397,303.3432,0.177338,2.4036
IJS-57,939.5001,51.823242,303.7867,0.171732,2.394772
IJS-57,939.6001,52.52491,304.2869,0.168083,2.38885
IJS-57,939.7001,53.64418,304.7361,0.167565,2.388018
IJS-57,939.8001,54.787926,304.9752,0.169414,2.393122
IJS-57,939.9001,55.482605,304.6907,0.171734,2.40266
IJS-57,940.0001,55.49749,303.5689,0.173222,2.413066
IJS-57,940.1001,54.854294,301.4061,0.173799,2.420729
IJS-57,940.2001,53.741074,298.3514,0.174251,2.42379
IJS-57,940.3001,52.507805,294.8405,0.175131,2.423445
IJS-57,940.4001,51.536606,291.3431,0.176074,2.422483
IJS-57,940.5001,51.183411,288.2882,0.176341,2.423384
IJS-57,940.6001,51.550941,285.5846,0.17541,2.426895
IJS-57,940.7001,52.50988,283.0179,0.173281,2.43205
IJS-57,940.8001,53.716202,280.462,0.170721,2.436559
IJS-57,940.9001,54.790718,278.0538,0.168798,2.437901
IJS-57,941.0001,55.480324,276.198,0.168413,2.435307
IJS-57,941.1001,55.790588,275.3146,0.169765,2.430227
IJS-57,941.2001,55.808861,275.8247,0.172731,2.42464
IJS-57,941.3001,55.65728,277.9954,0.177127,2.420624
IJS-57,941.4001,55.326157,281.6986,0.182846,2.419167
IJS-57,941.5001,54.62883,286.219,0.18923,2.41945
